place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,web_estado
ChIJseGwxz71QQ0RuEO9g9Q_di8,Clinica Fisiomax,Fisioterapia,Parla,"C. Isabel II, 6, Posterior, 28982 Parla, Madrid, España",+34 912 49 92 38,http://www.fisioterapiaparlafisiomax.com/,True,4.4,109,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJseGwxz71QQ0RuEO9g9Q_di8.jpg,propia
ChIJBcL7xmn1QQ0R6ng0F7tJ_rs,Clínica Fixos,Fisioterapia,Parla,"C. del Planeta Venus, 6, Loc 1, 28983 Parla, Madrid, España",+34 910 70 07 32,http://www.fixos.es/,True,4.8,157,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJBcL7xmn1QQ0R6ng0F7tJ_rs.jpg,propia
ChIJDexItC_1QQ0RJHHo6VSPsYs,Clinica Enox - Fisioterapia en Parla,Fisioterapia,Parla,"C. Belén, 8, 28981 Parla, Madrid, España",+34 645 56 47 13,https://clinicaenox.com/,True,4.9,91,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJDexItC_1QQ0RJHHo6VSPsYs.jpg,propia
ChIJyyhW_qD1QQ0RIJHRI8qE2RI,Fisioterapia Parla,Fisioterapia,Parla,"C. Reina Victoria, 17, posterior, 28982 Parla, Madrid, España",+34 622 55 78 38,http://www.fisioterapiaparla.es/,True,4.9,44,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJyyhW_qD1QQ0RIJHRI8qE2RI.jpg,propia
ChIJp5WACkj1QQ0R2s2aYmpaPLQ,Fisioterapia y Osteopatía Piramidal,Fisioterapia,Parla,"C. de Felipe II, 8, 28982 Parla, Madrid, España",+34 916 98 96 35,http://www.fisioterapiapiramidal.com/,True,4.8,95,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJp5WACkj1QQ0R2s2aYmpaPLQ.jpg,propia
ChIJiR8_Lbf1QQ0RDF57QTjAshI,EMMANUEL ROMERO. Fisioterapia en Parla y Osteopatía,Fisioterapia,Parla,"AVDA DE LAS ESTRELLA, P.º de Nicaragua, 23, PORTAL 1 LOCAL 1 Acceso por, 28983 Parla, Madrid, España",+34 622 31 15 29,https://emmanuelromerofisioterapia.es/,True,4.9,130,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJiR8_Lbf1QQ0RDF57QTjAshI.jpg,propia
ChIJP-jlOT31QQ0RUlugymGPzD4,DG FISIOTERAPIA,Fisioterapia,Parla,"1d, C. Pablo Sorozábal, 1, 28981 Parla, Madrid, España",+34 692 17 64 25,http://www.dgfisioterapia.com/,True,4.8,45,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJP-jlOT31QQ0RUlugymGPzD4.jpg,propia
ChIJBa3VAgE5mCgRbJjwisCh89c,SyC Salud,Fisioterapia,Parla,"C. Picasso, 1, 28983 Parla, Madrid, España",+34 604 81 12 34,https://www.sycsalud.es/,True,4.4,73,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJBa3VAgE5mCgRbJjwisCh89c.jpg,propia
ChIJBTcqRiP1QQ0R7YEHYRFjFIc,CENTRO FUENTEBELLA,Fisioterapia,Parla,"Lugar Urbanización De La Fuentebella, 52, 28981 Parla, Madrid, España",+34 620 78 33 87,,False,4.5,118,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJBTcqRiP1QQ0R7YEHYRFjFIc.jpg,ninguna
ChIJl3EAWDj1QQ0RIxC5kTIV6Ug,Centro Boral,Fisioterapia,Parla,"Calle de Cdad. Real, 33, 28982 Parla, Madrid, España",+34 629 24 33 83,https://www.centroboral.com/,True,4.3,6,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJl3EAWDj1QQ0RIxC5kTIV6Ug.jpg,propia
ChIJzQJ1kzb1QQ0RJ2jg6law0_M,Clinica Guadalajara,Fisioterapia,Parla,"C. Guadalajara, 8, 28982 Parla, Madrid, España",+34 916 05 61 89,https://parla365.es/podologos/#clinica_guadalajara,True,4.6,58,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJzQJ1kzb1QQ0RJ2jg6law0_M.jpg,propia
