place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,web_estado
ChIJHbKpOG8hQg0RzsVizsY6dSM,eFISIO Fisioterapia Getafe,Fisioterapia,Getafe,"C. Capitán Carlos Haya, 1, 28901 Getafe, Madrid, España",+34 910 05 23 63,https://www.efisio.es/clinica/fisioterapia-getafe?utm_source=gbp&utm_medium=organic&utm_campaign=getafe,True,4.8,516,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJHbKpOG8hQg0RzsVizsY6dSM.jpg,propia
ChIJ51uzMpEgQg0RtQjmaW0iAJw,Clínica De Fisioterapia Pilar Sanz,Fisioterapia,Getafe,"C. Jardines, 23, 28901 Getafe, Madrid, España",+34 916 96 07 54,http://www.pilarsanzfisioterapia.com/,True,4.9,270,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ51uzMpEgQg0RtQjmaW0iAJw.jpg,propia
ChIJx2ON97wgQg0RCAZw9yl2HhQ,Fisioterapia Getaris,Fisioterapia,Getafe,"C. Pizarro, 34, 28902 Getafe, Madrid, España",+34 695 66 48 16,http://www.fisiogetaris.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_ficha,True,4.8,201,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJx2ON97wgQg0RCAZw9yl2HhQ.jpg,propia
ChIJt1p5yL0gQg0RRI5FjRMUq9M,Clínica AXIS Fisioterapia,Fisioterapia,Getafe,"C. San José de Calasanz, 38, 28902 Getafe, Madrid, España",+34 916 96 68 24,https://clinica-axis.com/,True,4.9,68,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJt1p5yL0gQg0RRI5FjRMUq9M.jpg,propia
ChIJL1xNMJYgQg0R86D9JqSqnGA,Fisioterapia y Rehabilitación Corbor,Fisioterapia,Getafe,"C. Velasco, 19, 28901 Getafe, Madrid, España",+34 916 95 37 63,http://www.corbor.org/,True,4.8,170,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJL1xNMJYgQg0R86D9JqSqnGA.jpg,propia
ChIJAYbxMpEgQg0Ro_SG3pUUFy4,CLÍNICA IGNITION Roberto Martín,Fisioterapia,Getafe,"C. Barco, 1, 28901 Getafe, Madrid, España",+34 916 95 66 46,https://www.clinicaignition.es/,True,4.2,152,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJAYbxMpEgQg0Ro_SG3pUUFy4.jpg,propia
ChIJoZtw7JAgQg0R6F0JV8c1Ces,Fisiogetafe,Fisioterapia,Getafe,"Calle Oriente, 5, 28901 Getafe, Madrid, España",+34 916 81 60 44,https://www.fisiogetafe.es/,True,4.9,99,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJoZtw7JAgQg0R6F0JV8c1Ces.jpg,propia
ChIJVy56rZYgQg0RbJV04e4RWq0,"Corporación Fisiogestión Getafe | Rehabilitación, Fisioterapia y Logopedia",Fisioterapia,Getafe,"Paseo de la Estación, s/n Esquina, C. Churruca, 28902 Getafe, Madrid, España",+34 910 82 00 32,https://www.fisiogestion.com/centros/getafe/,True,4.5,323,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJVy56rZYgQg0RbJV04e4RWq0.jpg,propia
ChIJmzU_4L0hQg0RFonjMA9HbGw,Clinica Fisioterapia - Getaris - El Bercial,Fisioterapia,Getafe,"Av. de Chile, local 1B, 28907 Getafe, Madrid, España",+34 633 18 00 42,http://www.fisiogetaris.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_ficha,True,5,111,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJmzU_4L0hQg0RFonjMA9HbGw.jpg,propia
ChIJKfT1Wr8gQg0Rg8ehaJ716eA,Clínica Rafael Guerra - Artros,Fisioterapia,Getafe,"Madrid, 71, 1ª planta, 28901 Getafe, Madrid, España",+34 916 65 14 88,http://www.clinicarafaelguerra.com/,True,4.8,71,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJKfT1Wr8gQg0Rg8ehaJ716eA.jpg,propia
