place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,web_estado,email,contactar_por_telefono,web_obsoleta,web_motivos
ChIJqXmmNZEgQg0RtXDS9QwIAo0,Soluziona Inmobiliaria en Getafe,Inmobiliaria,Getafe,"C. de la Magdalena, 30, 28901 Getafe, Madrid, España",+34 917 37 70 03,https://www.soluzionainmobiliaria.es/,True,5,276,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJqXmmNZEgQg0RtXDS9QwIAo0.jpg,propia,info@soluzionainmobiliaria.es,False,no,web moderna
ChIJST8TyJAgQg0RRc4g8tFmRYU,Luna Inmobiliaria en Getafe,Inmobiliaria,Getafe,"C. Luna, 4, 28901 Getafe, Madrid, España",+34 916 82 60 00,http://www.lunainmo.es/,True,4.7,248,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJST8TyJAgQg0RRc4g8tFmRYU.jpg,propia,info@lunainmo.es,False,no,web moderna
ChIJI7LpRHohQg0RaqyWI8aRSYg,Oh!key Getafe Servicios Inmobiliarios,Inmobiliaria,Getafe,"Av. General Palacio, 5, 28901 Getafe, Madrid, España",+34 916 81 56 23,http://www.ohkeypropiedad.es/,True,4.9,209,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJI7LpRHohQg0RaqyWI8aRSYg.jpg,propia,getafe@ohkeypropiedad.es,False,no,web moderna
ChIJ47hNO8EgQg0R33mVkchjfSM,Inmobiliaria Vivienda Madrid - Oficina de Getafe - Juan de la Cierva.,Inmobiliaria,Getafe,"Av. España, 47, 28903 Getafe, Madrid, España",+34 910 00 61 08,https://www.viviendamadrid.com/oficina/getafe-juan-de-la-cierva,True,4.9,107,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJ47hNO8EgQg0R33mVkchjfSM.jpg,propia,atencionalcliente@viviendamadrid.com,False,no,web moderna
ChIJdUUtPVMhQg0Rm4FO4hYc0DM,Domus Now Getafe,Inmobiliaria,Getafe,"Pl. de las Carretas, 4, 28901 Getafe, Madrid, España",+34 911 08 11 52,https://www.domusnowgetafe.com/,True,4.7,176,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJdUUtPVMhQg0Rm4FO4hYc0DM.jpg,propia,,True,?,HTTP 403
ChIJ5UNJprAhQg0Rn2yOw648XK0,COMO VENDER MI PISO INMOBILIARIA SL,Inmobiliaria,Getafe,"C. Pilar Soler, 11, Loc 4, 28907 Getafe, Madrid, España",+34 910 84 81 15,https://www.mipisoinmobiliaria.es/,True,4.9,62,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJ5UNJprAhQg0Rn2yOw648XK0.jpg,propia,infoastri@amipisoinmobiliaria.es,False,no,web moderna
ChIJ_XhvoGchQg0RUYe0HNjeszo,GREY HOME SERVICIOS INMOBILIARIOS,Inmobiliaria,Getafe,"Calle Felipe Estevez, 16, 28901 Getafe, Madrid, España",+34 640 32 23 61,http://www.greyhomeserviciosinmobiliarios.es/,True,5,359,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJ_XhvoGchQg0RUYe0HNjeszo.jpg,propia,greyhomeinmobiliaria@gmail.com,False,no,web moderna
ChIJLWabnxAhQg0RPVhHGFImH3U,Adaix Getafe,Inmobiliaria,Getafe,"Av. Juan de la Cierva, 55, 28902 Getafe, Madrid, España",+34 601 45 68 26,https://adaixgetafe.com/,True,4.9,48,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJLWabnxAhQg0RPVhHGFImH3U.jpg,propia,,True,?,HTTP 500
ChIJQdl1cJUgQg0RY5E2YMeqX_o,Inmobiliaria Getafe - Juan de la Cierva Redpiso,Inmobiliaria,Getafe,"Av. Juan de la Cierva, 35, 28901 Getafe, Madrid, España",+34 916 82 90 93,http://www.redpiso.es/oficina/estudio_getafe,True,4.8,143,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJQdl1cJUgQg0RY5E2YMeqX_o.jpg,franquicia,,True,,
ChIJT2ib_rEgQg0RZqnKAayKn_Y,Yourhabitat,Inmobiliaria,Getafe,"Av. Mariano Moreno el Musico, 6, 28907 Getafe, Madrid, España",+34 910 74 13 41,http://www.yourhabitat.es/,True,4.8,135,C:\Users\mario\leadgen\leadgen-webs\leads\photos\ChIJT2ib_rEgQg0RZqnKAayKn_Y.jpg,propia,,True,no,web moderna
