place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,web_estado
ChIJMX8SFvEhQg0R4vGYq6OMUa4,Centro Médico Estético Lola Guzmán | Clínica Estética en Getafe,Estetica,Getafe,"C. Leganés, 35, 28904 Getafe, Madrid, España",+34 624 21 63 21,http://www.centromedicoesteticololaguzman.es/,True,4.9,180,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJMX8SFvEhQg0R4vGYq6OMUa4.jpg,propia
ChIJpfI7pukhQg0RHDqGohl-5P8,Ana Cristina Centro de Estética,Estetica,Getafe,"C. Hospital de San José, 13, 28901 Getafe, Madrid, España",+34 910 26 66 28,https://anacristinacentroestetico.es/,True,5,67,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJpfI7pukhQg0RHDqGohl-5P8.jpg,propia
ChIJAV_3C84hQg0RdJBRYmqV3PA,Azala Centro Médico Estético,Estetica,Getafe,"C. Manzana, 2, 28901 Getafe, Madrid, España",+34 912 50 75 32,https://www.azalacentromedicoestetico.com/,True,5,160,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJAV_3C84hQg0RdJBRYmqV3PA.jpg,propia
ChIJ-TE-0JUgQg0RUPHbeyfmWQ0,Clinica de Estética Losilvy,Estetica,Getafe,"Av. Aragón, 7, 28903 Getafe, Madrid, España",+34 680 42 75 27,http://www.losilvy.com/,True,4.6,115,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ-TE-0JUgQg0RUPHbeyfmWQ0.jpg,propia
ChIJjf7gb_AhQg0RhcqmzPmDNPQ,Centro De Estética Unisex Bellisima,Estetica,Getafe,"C. Escaño, 36, 28901 Getafe, Madrid, España",+34 697 62 87 75,https://www.instagram.com/bellisimagetafe/?hl=es,False,5,51,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJjf7gb_AhQg0RhcqmzPmDNPQ.jpg,social
ChIJEQF8-JQhQg0RweUx9yWw5uw,Dra. Mabel Mejía medicina estética avanzada,Estetica,Getafe,"C. Pilar Soler, 2, 28907 Getafe, Madrid, España",+34 603 32 94 25,https://dramabelmejia.com/,True,5,122,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJEQF8-JQhQg0RweUx9yWw5uw.jpg,propia
ChIJs7gk4ZcgQg0Rn3PLhLXGaFM,Ecovita Belleza Ecológica,Estetica,Getafe,"C. Ramon y Cajal, 29, 28902 Getafe, Madrid, España",+34 910 33 63 99,http://ecovitabelleza.com/,True,4.9,338,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJs7gk4ZcgQg0Rn3PLhLXGaFM.jpg,propia
ChIJhwcg1K4gQg0ReCxqCc1p3_w,Face And Corporal,Estetica,Getafe,"Av. de La Paz, 11, 28907 Getafe, Madrid, España",+34 914 91 09 41,http://www.faceandcorporal.com/,True,4.8,448,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJhwcg1K4gQg0ReCxqCc1p3_w.jpg,propia
ChIJQVTJu5AgQg0Rtwx3qaj6S9k,Centro Estética Entre Miradas,Estetica,Getafe,"C. Toledo, 11, 28901 Getafe, Madrid, España",+34 916 83 80 02,http://www.entremiradas.es/,True,4.8,149,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJQVTJu5AgQg0Rtwx3qaj6S9k.jpg,propia
ChIJp2OoiLIgQg0RLj6fp5D-7mE,Session Estética,Estetica,Getafe,"Av. Mariano Moreno el Musico, 14, 28907 Getafe, Madrid, España",+34 911 26 29 11,https://sessionestetica.com/,True,4.8,242,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJp2OoiLIgQg0RLj6fp5D-7mE.jpg,propia
