place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,email,contactar_por_telefono,web_estado
ChIJZUb5RrggQg0Rfmytliq3zAQ,Cervecería El Eskinazo,Bar,Getafe,"Av. de las Ciudades, 1, 28903 Getafe, Madrid, España",+34 679 96 42 79,https://smartmenu.agorapos.com/?id=pva7ccu8#/,True,4.6,4528,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJZUb5RrggQg0Rfmytliq3zAQ.jpg,,True,propia
ChIJ15PrRmghQg0RnZloGCX44E8,Amphetamine Lovers,Bar,Getafe,"C. Ricardo de la Vega, 2, 28901 Getafe, Madrid, España",+34 627 37 82 56,http://www.amphetaminelovers.es/,True,4.9,18,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ15PrRmghQg0RnZloGCX44E8.jpg,,True,propia
ChIJZVrzDZQgQg0RDNrLTAl8s24,Bar Garaje,Bar,Getafe,"Tr.ª del Pilar, 2, 28901 Getafe, Madrid, España",,,False,4.6,762,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJZVrzDZQgQg0RDNrLTAl8s24.jpg,,True,ninguna
ChIJyd4V2L0gQg0RoOQa1hWxzOs,YII BAR VIP,Bar,Getafe,"C. Carabanchel, 4, 28902 Getafe, Madrid, España",+34 674 77 50 94,https://bar-de-copas-yii-bar-vip.eatbu.com/,True,4.1,112,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJyd4V2L0gQg0RoOQa1hWxzOs.jpg,stevmaf0626@gmail.com,False,propia
ChIJE91Qj7chQg0RtHSVBftL8Ek,Bar Avenida 47,Bar,Getafe,"Av. España, 47, 28903 Getafe, Madrid, España",,,False,5,77,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJE91Qj7chQg0RtHSVBftL8Ek.jpg,,True,ninguna
ChIJWWP3FKUhQg0Rd7vWIMIzVcI,TIPSY Bar,Bar,Getafe,"Av. de los Ángeles, 49, 28903 Getafe, Madrid, España",+34 610 65 94 49,,False,5,1,,,True,ninguna
ChIJbXkLyokhQg0R0Q8lNm8QZYM,Casi k si Rock Bar,Bar,Getafe,"C. Sierra, 7, 28901 Getafe, Madrid, España",,https://www.facebook.com/share/v/1bXg2iB1b7/,False,4.6,240,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJbXkLyokhQg0R0Q8lNm8QZYM.jpg,,True,social
ChIJLe7AviMhQg0RjWxB3XyOuUM,Glu glu Bar,Bar,Getafe,"C. Pizarro, 2, 28902 Getafe, Madrid, España",+34 666 07 20 12,,False,4.4,339,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJLe7AviMhQg0RjWxB3XyOuUM.jpg,,True,ninguna
ChIJHeE-CcIgQg0R8BGfr6aMpck,Donde Pepe Bar,Bar,Getafe,"C. Teruel, 3, 28903 Getafe, Madrid, España",,,False,4.6,32,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJHeE-CcIgQg0R8BGfr6aMpck.jpg,,True,ninguna
ChIJb3fPruogQg0ResQiteujZ1Q,Bar Los Amigos,Bar,Getafe,"C. Valencia, 2, 28903 Getafe, Madrid, España",+34 919 21 33 11,,False,4.5,199,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJb3fPruogQg0ResQiteujZ1Q.jpg,,True,ninguna
ChIJm4lWjKQgQg0RzJOgm-LoJJ4,GRAPE BAR,Bar,Getafe,"Calle Alcalde Angel Arroyo 8, Via de Servicios, 10, A 42 Salida, 28903 Getafe, Madrid, España",+34 916 65 27 60,https://restaurants.accor.com/pt/restaurant-3559_R001-grape-rincon-getafe.shtml,True,4.1,60,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJm4lWjKQgQg0RzJOgm-LoJJ4.jpg,,True,propia
ChIJHaVhWZchQg0RfUhF6yshQpc,Bar La Antigua Getafe,Bar,Getafe,"Av. de las Ciudades, 5, 28903 Getafe, Madrid, España",+34 602 60 53 51,https://g.page/r/CX1IResrIUKXEAE/review,True,3.8,99,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJHaVhWZchQg0RfUhF6yshQpc.jpg,,True,propia
ChIJO8epXUkhQg0RSWt5rHeFU30,Horizonte_lounge,Bar,Getafe,"Av. Rocinante, 2, 28906 Getafe, Madrid, España",+34 915 97 21 52,https://www.horizontelounge.es/,True,4.6,252,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJO8epXUkhQg0RSWt5rHeFU30.jpg,,True,propia
ChIJ_WiffMQgQg0Rq-0CRkNxiZU,Bar El Rincón de La Morenita,Bar,Getafe,"Av. Don Juan de Borbón, s/n, 28903 Getafe, Madrid, España",+34 916 82 30 03,,False,4.2,2636,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ_WiffMQgQg0Rq-0CRkNxiZU.jpg,,True,ninguna
ChIJGQML-AUhQg0R0-vVARnxWzk,Bar de Paco,Bar,Getafe,"C. Loto, 4, 28903 Getafe, Madrid, España",+34 660 32 17 73,,False,4.5,75,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJGQML-AUhQg0R0-vVARnxWzk.jpg,,True,ninguna
ChIJpVd-5rwgQg0RX2moTNpgr8w,Bar Gallardo,Bar,Getafe,"C. Pizarro, 34, 28902 Getafe, Madrid, España",+34 696 35 30 61,,False,4.6,197,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJpVd-5rwgQg0RX2moTNpgr8w.jpg,,True,ninguna
ChIJFVKML7wgQg0Re1-rimxdqpU,Bar Soportal,Bar,Getafe,"C. Carabanchel, 20, 28902 Getafe, Madrid, España",+34 916 01 03 78,,False,4.6,1475,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJFVKML7wgQg0Re1-rimxdqpU.jpg,,True,ninguna
