place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,email,contactar_por_telefono,web_estado
ChIJvzR5txiLQQ0RlPtK3AeUVuQ,Candela Nails Fuenlabrada,Unas,Fuenlabrada,"Av. de las Provincias, 18, 28941 Fuenlabrada, Madrid, España",+34 641 00 61 71,,False,4.7,67,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJvzR5txiLQQ0RlPtK3AeUVuQ.jpg,,True,ninguna
ChIJG2nFKj2LQQ0Rwe5YRaUA3I4,Hello Nails,Unas,Fuenlabrada,"C. Vitoria, 11, 28941 Fuenlabrada, Madrid, España",+34 614 98 41 57,https://hellonails.com/,True,4.8,165,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJG2nFKj2LQQ0Rwe5YRaUA3I4.jpg,,True,propia
ChIJK3tmWiaLQQ0Rc67k_Wf9gLE,Siempre bella Nails & beauty,Unas,Fuenlabrada,"C/ de Móstoles, 41, 28943 Fuenlabrada, Madrid, España",+34 687 16 16 33,https://www.instagram.com/siempre_bellajl/,False,4.7,61,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJK3tmWiaLQQ0Rc67k_Wf9gLE.jpg,,True,social
ChIJqYVBh6SLQQ0RYZL6e8-4X9c,Royal Nails,Unas,Fuenlabrada,"C. Vitoria, 4, 28941 Fuenlabrada, Madrid, España",+34 672 08 35 63,,False,4.7,124,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJqYVBh6SLQQ0RYZL6e8-4X9c.jpg,,True,ninguna
ChIJ_QCmgSSLQQ0RvJwBvrqzY0E,Maria Barbosa Salón,Unas,Fuenlabrada,"C. de la Pl., 31, 28944 Fuenlabrada, Madrid, España",+34 639 52 32 11,http://www.mariabarbosa.es/,True,4.9,135,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ_QCmgSSLQQ0RvJwBvrqzY0E.jpg,hola@mariabarbosa.es,False,propia
ChIJz9iag3qLQQ0RRxkg9IpPs5I,CiCi Nail,Unas,Fuenlabrada,"P.º de San Antonio, 2, local D, 28945 Fuenlabrada, Madrid, España",+34 614 12 67 44,https://instagram.com/cici_nail_,False,4.9,95,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJz9iag3qLQQ0RRxkg9IpPs5I.jpg,,True,social
ChIJE1RuiV2LQQ0RSiuUtkOLf4M,El Sueño de Vivi,Unas,Fuenlabrada,"Av. de Francisco Javier Sauquillo, Numero 34, Loc 4, 28944 Fuenlabrada, Madrid, España",+34 643 81 49 50,https://bit.ly/3UV8YPR,True,4.7,108,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJE1RuiV2LQQ0RSiuUtkOLf4M.jpg,,True,propia
ChIJRfzrSaeJQQ0RU37ZyJNcJro,Iuli Nail Artist,Unas,Fuenlabrada,"Av. de España, 8, local 6b, 28945 Fuenlabrada, Madrid, España",+34 643 68 69 43,http://www.lulinailsfuenlabrada.com/,True,5,58,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJRfzrSaeJQQ0RU37ZyJNcJro.jpg,,True,propia
ChIJtWR-iy-LQQ0RpHEHD3sip_g,Beauty Academy by Andreea Bugheanu,Unas,Fuenlabrada,"Av. de España, 8, local 6b, 28941 Fuenlabrada, Madrid, España",+34 671 38 61 28,https://beautyacademy.es/,True,5,75,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJtWR-iy-LQQ0RpHEHD3sip_g.jpg,,True,propia
ChIJMQITbzaLQQ0RaFv6RpZvc2c,Nails Factory Fuenlabrada Avenida España,Unas,Fuenlabrada,"Av. de España, 4, 28941 Fuenlabrada, Madrid, España",+34 658 40 84 57,https://www.nailsfactory.es/centros/nails-factory-fuenlabrada-avenida-espana-oblink/,True,4.6,89,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJMQITbzaLQQ0RaFv6RpZvc2c.jpg,fuenlabradaavespana@nailsfactory.es,False,propia
ChIJk8ghSzyLQQ0RXoAiSYQv73g,Manicuras con Alma,Unas,Fuenlabrada,"Av. del Hospital, 6, Loc 1, 28942 Fuenlabrada, Madrid, España",+34 650 93 98 65,http://www.manicurasconalma.es/,True,4.5,130,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJk8ghSzyLQQ0RXoAiSYQv73g.jpg,manicurasconalma@gmail.com,False,propia
ChIJX_lAXIeLQQ0RbJTdnx5hBo4,Verónica Romero Nails&beauty,Unas,Fuenlabrada,"Av. de los Pensamientos, 22, 28942 Fuenlabrada, Madrid, España",+34 689 14 78 31,http://www.veronicaromeronails.com/,True,4.5,72,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJX_lAXIeLQQ0RbJTdnx5hBo4.jpg,info@veronicaromeronails.com,False,propia
ChIJVVjPdwaLQQ0R87y8C4ZscR4,TANIA LLOPIZ UÑAS,Unas,Fuenlabrada,"C. de la Pl., 10, 28944 Fuenlabrada, Madrid, España",+34 631 83 95 59,https://www.facebook.com/Tania-U%C3%B1as-Fuenlabrada-364249060698414/,False,4.5,81,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJVVjPdwaLQQ0R87y8C4ZscR4.jpg,,True,social
ChIJryc30hOLQQ0RyVx378Wvu4Y,LADY DIVA,Unas,Fuenlabrada,"C. de Cruz de Luisa, 13, local 3, 28945 Fuenlabrada, Madrid, España",+34 640 79 03 17,https://www.timify.com/es-es/profile/lady-diva,True,4.5,104,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJryc30hOLQQ0RyVx378Wvu4Y.jpg,,True,propia
ChIJ_eN-VpuLQQ0RFZW5QLECI3o,The Panther Nails,Unas,Fuenlabrada,"Paseo del Pireo, 4, 28943 Fuenlabrada, Madrid, España",+34 614 52 81 55,https://www.treatwell.es/establecimiento/the-panther-nails/,True,4.8,53,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ_eN-VpuLQQ0RFZW5QLECI3o.jpg,,True,propia
ChIJa5xfWh6LQQ0RULOrMZcbnyA,Alema Nails Studio,Unas,Fuenlabrada,"C. Santoña, 1, 28941 Fuenlabrada, Madrid, España",+34 601 48 75 05,https://www.alemaestetic.com/,True,4.3,6,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJa5xfWh6LQQ0RULOrMZcbnyA.jpg,contacto@alemaestetic.com,False,propia
ChIJtw-HW4GLQQ0R_0CBbEVvURs,Maithynails,Unas,Fuenlabrada,"Pl. de Valdeserrano, 2 posterior, local B, 28944 Fuenlabrada, Madrid, España",+34 624 81 06 82,,False,5,50,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJtw-HW4GLQQ0R_0CBbEVvURs.jpg,,True,ninguna
ChIJKeEYmwuLQQ0RofcXgi5SmGc,Nails Factory Fuenlabrada Plaza Estación,Unas,Fuenlabrada,"C. de Hungría, s/n, 28943 Fuenlabrada, Madrid, España",+34 638 48 27 18,https://www.nailsfactory.es/centros/nails-factory-fuenlabrada-c-c-plaza-estacion/,True,3.6,512,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJKeEYmwuLQQ0RofcXgi5SmGc.jpg,,True,propia
