place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,web_estado
ChIJ27EHQgaPQQ0RKPnx2lkGddg,CLÍNICA ALCORCÓN,Fisioterapia,Alcorcon,"C. Madrid, 18, 28921 Alcorcón, Madrid, España",+34 916 10 63 08,https://fisiocasa.simplybook.it/,True,4.9,148,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ27EHQgaPQQ0RKPnx2lkGddg.jpg,propia
ChIJ51qr6zaJQQ0RGwvrDGia_X0,Fisiosalud,Fisioterapia,Alcorcon,"C. Porto Cristo, 5, POSTERIOR, 28924 Alcorcón, Madrid, España",+34 916 10 58 07,http://www.fisiosaludalcorcon.com/,True,4.6,315,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ51qr6zaJQQ0RGwvrDGia_X0.jpg,propia
ChIJqRVMi92JQQ0RxywB7GUkzEI,ViVafisio - Clínica de fisioterapia Alcorcón,Fisioterapia,Alcorcon,"Av. del Alcalde José Aranda, 51, Posterior, 28924 Alcorcón, Madrid, España",+34 622 56 02 22,http://www.vivafisio.es/,True,4.9,158,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJqRVMi92JQQ0RxywB7GUkzEI.jpg,propia
ChIJeSLNBRaJQQ0R0j7eArPV480,Centro Médico Nenúfar,Fisioterapia,Alcorcon,"C. los Lirios, 15, 28925 Alcorcón, Madrid, España",+34 916 10 26 78,http://www.centro-nenufar.com/,True,4.8,319,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJeSLNBRaJQQ0R0j7eArPV480.jpg,propia
ChIJwXxTrTSJQQ0RLUhS537MWKE,Fisioterapia Origenkinesis Alcorcón,Fisioterapia,Alcorcon,"Av. de la Libertad, 88, 28925 Alcorcón, Madrid, España",+34 681 67 04 76,https://origenkinesis.es/,True,5,402,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJwXxTrTSJQQ0RLUhS537MWKE.jpg,propia
ChIJqeNqgbKOQQ0R9C840wWMWyY,"Equilibrarte Salud - Clínica de Fisioterapia y Pilates, Psicología y Podología en Alcorcón",Fisioterapia,Alcorcon,"C. la Higuera, s/n, 28922 Alcorcón, Madrid, España",+34 914 86 11 50,https://equilibrartesalud.com/,True,4.8,173,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJqeNqgbKOQQ0R9C840wWMWyY.jpg,propia
ChIJoZ9BnrOOQQ0Rz0vNuJ5nQUE,Fisiosur Alcorcón,Fisioterapia,Alcorcon,"C. Mayor, 84, 28922 Alcorcón, Madrid, España",+34 636 10 97 52,https://www.fisiosuralcorcon.es/,True,4.7,26,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJoZ9BnrOOQQ0Rz0vNuJ5nQUE.jpg,propia
ChIJZzzQ6k6JQQ0R5mydUIVrwqU,SCP Salud,Fisioterapia,Alcorcon,"C. Buitrago, 8, 28921 Alcorcón, Madrid, España",+34 919 93 63 93,https://scpsalud.com/,True,4.8,20,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJZzzQ6k6JQQ0R5mydUIVrwqU.jpg,propia
ChIJDQ5Bls9v7YgRwMK70Hs708I,Clínica del dolor crónico - tratamiento fibromialgia - fisioterapeuta - Alfonso Trigo,Fisioterapia,Alcorcon,"C. Cabo de San Vicente, 10, 28924 Alcorcón, Madrid, España",+34 604 99 73 79,https://www.sindolor.es/,True,4.9,126,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJDQ5Bls9v7YgRwMK70Hs708I.jpg,propia
ChIJq8_PwbOOQQ0R9EAI5_okbKY,Centro Delos,Fisioterapia,Alcorcon,"C. Dulcinea, 7, Bajo C, 28922 Alcorcón, Madrid, España",+34 916 43 91 47,https://www.fisioterapiaalcorcon.com/,True,4.7,26,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJq8_PwbOOQQ0R9EAI5_okbKY.jpg,propia
ChIJjWbtqEiJQQ0RDHb8u9sPk7Q,Centro de fisioterapia ADAL,Fisioterapia,Alcorcon,"C. Río Duero, 8, 28923 Alcorcón, Madrid, España",+34 911 15 52 61,http://www.fisioterapiaadal.com/,True,4.7,44,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJjWbtqEiJQQ0RDHb8u9sPk7Q.jpg,propia
