place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,email,contactar_por_telefono,web_estado
ChIJM0WAcDn1QQ0RfH24aNWoie4,Peluqueria barbería Ayoub Parla,Peluqueria,Parla,"C. Alfonso X el Sabio, 24, 28982 Parla, Madrid, España",+34 631 50 54 93,http://www.peluqueriaayoub.es/,True,4.8,791,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJM0WAcDn1QQ0RfH24aNWoie4.jpg,,True,propia
ChIJJXoNk9f1QQ0RYiwpt9Vg6hY,PELUQUERÍA Y ESTÉTICA PRINCESS PARLA,Peluqueria,Parla,"Tr.ª Río Ebro, 3, 28981 Parla, Madrid, España",+34 603 02 17 96,https://instagram.com/naik_pelu_estetica?igshid=MzMyNGUyNmU2YQ==&utm_source=qr,False,4.8,113,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJJXoNk9f1QQ0RYiwpt9Vg6hY.jpg,,True,social
ChIJg-aPzjf1QQ0RhquZJvPgJz4,Peluquería Barberia Moha,Peluqueria,Parla,"C. de Pío XII, 18, 28982 Parla, Madrid, España",+34 697 22 37 47,https://www.instagram.com/moha_barbershop/?hl=es,False,4.9,478,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJg-aPzjf1QQ0RhquZJvPgJz4.jpg,,True,social
ChIJ-RPsX6v1QQ0R6YKCLPB2VUY,Albertito Cutz,Peluqueria,Parla,"C. Segovia, C. de Cuenca, 12 esquina, nº 5, 28982 Parla, Madrid, España",+34 675 69 16 69,https://apps.apple.com/app/id6474448611,True,4.9,253,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ-RPsX6v1QQ0R6YKCLPB2VUY.jpg,info@lookiom.com,False,propia
ChIJCym64O71QQ0RPn25NRbuAIo,PELUQUERÍA BARBER JAMAL,Peluqueria,Parla,"C. Alfonso XIII, N 4, 28981 Parla, Madrid, España",+34 686 84 36 32,,False,4.7,214,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJCym64O71QQ0RPn25NRbuAIo.jpg,,True,ninguna
ChIJW0e9uLb1QQ0RHefaqhDKkjM,Ainhoa Martín Salón de Belleza,Peluqueria,Parla,"C. de Fernando III El Santo, 8, 28982 Parla, Madrid, España",+34 918 21 99 66,http://www.ainoahmartinsalondebelleza.com/,True,4.9,437,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJW0e9uLb1QQ0RHefaqhDKkjM.jpg,,True,propia
ChIJ03mLhy_1QQ0RdTujPn_V05U,Peluquería Las Amigas,Peluqueria,Parla,"C. Jerusalén, 19, 28981 Parla, Madrid, España",+34 919 19 33 56,,False,4.9,35,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ03mLhy_1QQ0RdTujPn_V05U.jpg,,True,ninguna
ChIJm7fdwjD1QQ0RX5F54DlBE8k,Spejo'S Peluqueros,Peluqueria,Parla,"Calle Real, 54, 28981 Parla, Madrid, España",+34 916 05 78 88,http://www.instagram.com/spejosparla/,False,3.7,331,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJm7fdwjD1QQ0RX5F54DlBE8k.jpg,,True,social
ChIJB8jCp9v1QQ0RBfeENvGKEuw,Peluqueria MohaBarberStar,Peluqueria,Parla,"C. Reina Victoria, 17, 28982 Parla, Madrid, España",+34 632 69 85 15,https://linktr.ee/mohabarberstar,False,4.5,193,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJB8jCp9v1QQ0RBfeENvGKEuw.jpg,,True,social
ChIJdTPQqQv1QQ0RrT3sTTq_e4c,A&R essentials barberia peluqueria,Peluqueria,Parla,"C. San Antón, 16, 28982 Parla, Madrid, España",+34 687 42 46 62,https://www.instagram.com/rahal_barbero1?igsh=MXY4cGNlY241NGdx&utm_source=qr,False,5,12,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJdTPQqQv1QQ0RrT3sTTq_e4c.jpg,,True,social
