place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,web_estado
ChIJ0WLcVuONQQ0Rf56kFvCL3RA,RP Clinic · Centro de Fisioterapia Avanzada,Fisioterapia,Mostoles,"P.º de Arroyomolinos, 28934 Móstoles, Madrid, España",+34 910 64 01 74,https://rpclinic.es/?utm_source=google&utm_medium=organic&utm_campaign=perfil-gbp,True,4.9,417,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ0WLcVuONQQ0Rf56kFvCL3RA.jpg,propia
ChIJGxRrhdONQQ0RQNVlmkC8YuM,Fisioterapia Fisiodiez Móstoles,Fisioterapia,Mostoles,"Av. del dos de Mayo, 25, 28934 Móstoles, Madrid, España",+34 697 26 63 51,http://www.fisioterapeutamostoles.com/,True,4.9,286,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJGxRrhdONQQ0RQNVlmkC8YuM.jpg,propia
ChIJV_muHoKOQQ0Rh7L1p_71TwU,"AFIDAS, centro de osteopatía y fisioterapia en Móstoles",Fisioterapia,Mostoles,"C. de Francisco Javier Sauquillo, 1, posterior, 28932 Móstoles, Madrid, España",+34 916 46 17 54,http://www.fisioterapiaafidas.es/,True,4.9,681,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJV_muHoKOQQ0Rh7L1p_71TwU.jpg,propia
ChIJA0D2X9GNQQ0RTDlax1eadbU,Fisioterapia Barón Móstoles,Fisioterapia,Mostoles,"Av. del dos de Mayo, 62, Loc, 28934 Móstoles, Madrid, España",+34 665 89 18 83,https://www.fisioterapiabaron.com/,True,4.9,381,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJA0D2X9GNQQ0RTDlax1eadbU.jpg,propia
ChIJq6Hjl2SNQQ0RIrKpV72D_8g,Clínica RIN Fisioterapia y Rehabilitación en Móstoles,Fisioterapia,Mostoles,"Av. del dos de Mayo, 40, Loc Posterior, 28934 Móstoles, Madrid, España",+34 609 14 20 93,https://clinicarin.com/,True,4.9,155,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJq6Hjl2SNQQ0RIrKpV72D_8g.jpg,propia
ChIJBepttdKNQQ0RmDfTRbbku_0,Fisioterapia Océano Móstoles,Fisioterapia,Mostoles,"P.º de Arroyomolinos, 27, 28938 Móstoles, Madrid, España",+34 916 13 92 83,https://www.fisioterapiaoceano.es/,True,4.9,340,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJBepttdKNQQ0RmDfTRbbku_0.jpg,propia
ChIJ6WbRtMWNQQ0Rdxxc5MwvEwY,Fisiodezero | Fisioterapia en Móstoles,Fisioterapia,Mostoles,"C. Río Ebro, 19, Loc 2, 28935 Móstoles, Madrid, España",+34 915 65 31 03,http://www.fisiodezero.es/,True,4.7,142,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ6WbRtMWNQQ0Rdxxc5MwvEwY.jpg,propia
ChIJbXOJ59KNQQ0RN5I6v-3szH4,FISIOTERAPIA ROMA Móstoles,Fisioterapia,Mostoles,"C. de Bolivia, 6, Loc POSTERIOR, 28937 Móstoles, Madrid, España",+34 669 54 47 93,https://fisioterapiaroma.es/,True,5,167,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJbXOJ59KNQQ0RN5I6v-3szH4.jpg,propia
ChIJFyKoEIKOQQ0RhRQVJiZM70c,Clínica De Fisioterapia Santamaria,Fisioterapia,Mostoles,"Av. de la Constitucion, 51, 28931 Móstoles, Madrid, España",+34 910 01 16 85,https://fisioterapia-mostoles.es/,True,4.2,61,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJFyKoEIKOQQ0RhRQVJiZM70c.jpg,propia
ChIJJUEa2oGOQQ0RxIoNN5UmE-0,✅ 𝗙𝗶𝘀𝗶𝗼𝗺𝗲𝗱 𝟮𝟬𝟬𝟭 | 𝗙𝗶𝘀𝗶𝗼𝘁𝗲𝗿𝗮𝗽𝗲𝘂𝘁𝗮 𝗠𝗼́𝘀𝘁𝗼𝗹𝗲𝘀,Fisioterapia,Mostoles,"P.º de la Estación, 22, 28933 Móstoles, Madrid, España",+34 916 64 05 79,http://www.fisiomed2001.com/,True,4.7,360,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJJUEa2oGOQQ0RxIoNN5UmE-0.jpg,propia
ChIJv93xVzGMQQ0RXsVXf53jgdI,"FISIODOMAN Fisioterapia, Osteopatía y Pilates Máquinas",Fisioterapia,Mostoles,"C. Andrómeda, 64, Loc 3, 28938 Móstoles, Madrid, España",+34 636 01 31 82,http://www.clinicadoman.com/,True,4.6,127,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJv93xVzGMQQ0RXsVXf53jgdI.jpg,propia
ChIJJZY2YraPQQ0RIWPJAlS9V0U,Kaizen Fisioterapia en Móstoles,Fisioterapia,Mostoles,"C. de la Libertad, 18, 28937 Móstoles, Madrid, España",+34 910 54 01 70,http://fisioterapiakaizen.es/,True,5,82,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJJZY2YraPQQ0RIWPJAlS9V0U.jpg,propia
ChIJ_ULxrlqNQQ0RgI42L7d5B4k,Clínica Palmae Móstoles,Fisioterapia,Mostoles,"Pl. Biarritz, 2, bajo C, 28938 Móstoles, Madrid, España",+34 633 37 77 09,,False,4.9,113,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ_ULxrlqNQQ0RgI42L7d5B4k.jpg,ninguna
ChIJ82MAw8WNQQ0RHIGvEu4v1bs,Fisioterapia y osteopatía Segura,Fisioterapia,Mostoles,"C. Río Segura, 21, 28935 Móstoles, Madrid, España",+34 656 68 36 36,http://www.fisioterapiayosteopatiasegura.com/index.html,True,4.9,42,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ82MAw8WNQQ0RHIGvEu4v1bs.jpg,propia
ChIJCwuakaaNQQ0RqwJ2criceYs,SANFIS Fisioterapia,Fisioterapia,Mostoles,"C. Ávila, 18, Loc 3, 28937 Móstoles, Madrid, España",+34 638 51 06 16,http://www.sanfisfisioterapia.es/,True,5,300,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJCwuakaaNQQ0RqwJ2criceYs.jpg,propia
ChIJ4Y_r6X2OQQ0R_ZOWeV4Hit0,Fisioterapia y Podología - FisioIzquierdo desde 1967.,Fisioterapia,Mostoles,"C. Pintor Ribera, 4, 28933 Móstoles, Madrid, España",+34 916 64 01 00,http://www.fisioizquierdo.es/,True,4.7,153,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ4Y_r6X2OQQ0R_ZOWeV4Hit0.jpg,propia
ChIJ73sMK4SOQQ0R2IVeG2C_RkI,Clínica Fisis,Fisioterapia,Mostoles,"Av. del Alcalde de Móstoles, 9, Posterior, 28932 Móstoles, Madrid, España",+34 912 26 51 01,,False,4.9,19,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ73sMK4SOQQ0R2IVeG2C_RkI.jpg,ninguna
ChIJUWMu8SSMQQ0RXlNlZPTi1EE,MásqueFisio,Fisioterapia,Mostoles,"Pl. de Flandes, 16, 28936 Móstoles, Madrid, España",+34 910 00 42 25,http://www.masquefisio.com/,True,4.7,44,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJUWMu8SSMQQ0RXlNlZPTi1EE.jpg,propia
ChIJ23pDX0ePQQ0RDL1K8e9OJk4,INTERVAL CLINIC | Fisioterapia,Fisioterapia,Mostoles,"Av. Olímpica, 8, Frente a, C. Pintor Velazquez, 43, 28935 Móstoles, Madrid, España",+34 643 52 24 18,https://www.intervalclinic.es/,True,5,225,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ23pDX0ePQQ0RDL1K8e9OJk4.jpg,propia
ChIJa7mdEnyOQQ0RmRcg1T72dGY,Policlinica Dali,Fisioterapia,Mostoles,"C. Salvador Dalí, 1, 28933 Móstoles, Madrid, España",+34 637 42 61 14,https://www.policlinicadali.com/,True,4.1,79,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJa7mdEnyOQQ0RmRcg1T72dGY.jpg,propia
