place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,instagram,necesita_busqueda_manual,email,contactar_por_telefono,web_estado
ChIJfQ-UKiqMQQ0RU7igScN7qUk,Floristería Edén,Floristeria,Mostoles,"C. de la Mariblanca, 16, 28937 Móstoles, Madrid, España",+34 916 14 82 37,https://floristeriamostoleseden.es/,True,4.7,602,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJfQ-UKiqMQQ0RU7igScN7qUk.jpg,,True,,True,propia
ChIJj1UtzTGMQQ0Ruj7k_DqjCg4,Floristería El Mensaje de las Flores,Floristeria,Mostoles,"C. Cam. de Humanes, 33, 28938 Móstoles, Madrid, España",+34 910 46 64 36,http://www.elmensajedelasflores.com/,True,4.6,337,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJj1UtzTGMQQ0Ruj7k_DqjCg4.jpg,,True,,True,propia
ChIJqzJNXgCNQQ0RpIuqwn4V_7M,Floristería Las Flores de Carlos,Floristeria,Mostoles,"C. Huesca, 3, 28934 Móstoles, Madrid, España",+34 912 09 99 85,https://lasfloresdecarlos.es/,True,5,118,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJqzJNXgCNQQ0RpIuqwn4V_7M.jpg,https://instagram.com/lasfloresdecarlos,False,lasfloresdecarlos@gmail.com,False,propia
ChIJkZ8i6dqNQQ0RltVIr-wOx18,Floristería Montse,Floristeria,Mostoles,"C. Huesca, 17, 28934 Móstoles, Madrid, España",+34 916 13 71 13,http://floristeriamontse.es/,True,4.4,105,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJkZ8i6dqNQQ0RltVIr-wOx18.jpg,,True,,True,propia
ChIJkSS9XK6TQQ0RbxZR6q6gWnQ,Flores a domicilio Madrid,Floristeria,Mostoles,"C. Juan Bravo, 4, 28934 Móstoles, Madrid, España",+34 625 36 38 25,https://www.floresadomiciliomadrid.com/,True,4.9,124,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJkSS9XK6TQQ0RbxZR6q6gWnQ.jpg,https://instagram.com/floresadomiciliomadrid,False,info@floresadomiciliomadrid.com,False,propia
ChIJIw-5UIKOQQ0RZAIJHO1I3VM,MARANTA Floristas,Floristeria,Mostoles,"Av. de Portugal, 19, 21, 28931 Madrid, España",+34 916 45 86 15,https://www.marantafloristas.es/,True,4.9,158,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJIw-5UIKOQQ0RZAIJHO1I3VM.jpg,https://instagram.com/marantafloristas,False,marantafloristas1981@gmail.com,False,propia
ChIJW-1L6o-NQQ0R2Dp2Yy6-ays,"Floristería FLOWERING enviar flores a domicilio a Móstoles, Madrid",Floristeria,Mostoles,"Av. de la Constitucion, 13, Loc 10 floristeria, 28931 Móstoles, Madrid, España",+34 919 48 32 19,https://www.flowering.es/,True,4.8,35,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJW-1L6o-NQQ0R2Dp2Yy6-ays.jpg,https://instagram.com/flowering.es,False,info@flowering.es,False,propia
ChIJa8jnmS-MQQ0R2nBAkV9s82Y,Floristería jardín de Alicia,Floristeria,Mostoles,"floristeria, C. Veracruz, 16, 28936 Móstoles, Madrid, España",+34 722 22 98 50,http://www.floristeriamostoles.com/,True,4.8,188,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJa8jnmS-MQQ0R2nBAkV9s82Y.jpg,https://instagram.com/floristeriaeljardindealicia,False,aleaa22@hotmail.com,False,propia
ChIJh9WV2mEhQg0Rb2Uyer9qNiU,MARSILEA FLORISTAS,Floristeria,Mostoles,"C. Madrid, 36, local izquierdo, 28901 Getafe, Madrid, España",+34 912 99 81 01,,False,4.7,170,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJh9WV2mEhQg0Rb2Uyer9qNiU.jpg,,True,,True,ninguna
ChIJ_2TMhMqOQQ0R_DDzdeAAL-w,Floristería Las Camelias Arte Floral,Floristeria,Mostoles,"C. Nueva, 10, 28921 Alcorcón, Madrid, España",+34 914 86 04 50,https://www.lascameliasartefloral.com/,True,4.8,985,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ_2TMhMqOQQ0R_DDzdeAAL-w.jpg,https://instagram.com/lascamelias,False,info@lascameliasartefloral.com,False,propia
ChIJR3eN0NWNQQ0RBetRMAVtboE,Floristería Merchi Bonsái Shiawase,Floristeria,Mostoles,"C. Juan Ocaña, 37, 28931 Móstoles, Madrid, España",+34 916 13 77 09,,False,4.4,109,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJR3eN0NWNQQ0RBetRMAVtboE.jpg,,True,,True,ninguna
ChIJUcSjOJ2OQQ0R4fpPMq1QtJQ,Floristeria Mamen,Floristeria,Mostoles,"C. de la Libertad, 24, 28936 Móstoles, Madrid, España",+34 912 36 29 53,http://www.floristeriamamen.es/,True,4.6,60,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJUcSjOJ2OQQ0R4fpPMq1QtJQ.jpg,,True,,True,propia
ChIJq96yI8CNQQ0RMfcoz7PKr9I,Selecciones Latorre,Floristeria,Mostoles,"C. Cartaya, 8, 28938 Móstoles, Madrid, España",+34 916 13 39 16,http://www.seleccioneslatorrefloristeria.es/,True,5,18,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJq96yI8CNQQ0RMfcoz7PKr9I.jpg,https://instagram.com/seleccioneslatorre,False,seleccioneslatorre@gmail.com,False,propia
ChIJ9VNZ2IaOQQ0RC9y922VV1bQ,Taller de Flores Primavera,Floristeria,Mostoles,"Cl. Miguel Ángel, 15, posterior, 28932 Móstoles, Madrid, España",+34 916 14 27 48,,False,4.6,50,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ9VNZ2IaOQQ0RC9y922VV1bQ.jpg,,True,,True,ninguna
ChIJd0g6w7eOQQ0R3pvfOsvdqSg,Floristería Las Tres Rosas,Floristeria,Mostoles,"C. del Nuncio, 6, 28921 Alcorcón, Madrid, España",+34 916 43 37 99,https://www.lastresrosas.com/,True,4.8,227,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJd0g6w7eOQQ0R3pvfOsvdqSg.jpg,https://instagram.com/lastresrosas,False,,True,propia
ChIJIUhPjSiOQQ0RcF50lxZHxvM,Malpica Floristas,Floristeria,Mostoles,"Av. del Príncipe de Asturias, 44, 28670 Villaviciosa de Odón, Madrid, España",+34 916 65 70 57,https://malpicafloristeria.com/,True,4.8,70,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJIUhPjSiOQQ0RcF50lxZHxvM.jpg,,True,malpicafloristeria@gmail.com,False,propia
ChIJ6UgYquuOQQ0RlG0v2e10Bew,Beaucarnea Floristeria,Floristeria,Mostoles,"Av. de Europa, 15, 28922 Alcorcón, Madrid, España",+34 916 89 01 01,http://www.floristeriabeaucarnea.com/,True,4.3,47,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ6UgYquuOQQ0RlG0v2e10Bew.jpg,https://instagram.com/floristeriabeaucarnea,False,info@floristeriabeaucarnea.com,False,propia
ChIJZYfPVD-JQQ0RiDSWxo6O4z4,Floristería Azalea,Floristeria,Mostoles,"C. Timanfaya, 32, posterior, 28924 Alcorcón, Madrid, España",+34 916 12 25 44,http://www.azaleafloristeria.com/,True,4.8,208,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJZYfPVD-JQQ0RiDSWxo6O4z4.jpg,https://instagram.com/azalea.artefloral,False,info@azaleafloristeria.com,False,propia
ChIJpZCWAYmJQQ0RE2OsLOIl_UY,Floristería Nevado,Floristeria,Mostoles,"Av. Dr. Mendiguchía Carriche, 26, 28913 Leganés, Madrid, España",+34 910 23 96 83,https://www.floristerianevado.com/,True,4.4,147,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJpZCWAYmJQQ0RE2OsLOIl_UY.jpg,https://instagram.com/floristeria_nevado1,False,,True,propia
ChIJuboY2SiOQQ0R9zPpkzW70kE,El Jardín de Cris,Floristeria,Mostoles,"C. Eras, 15, 28670 Villaviciosa de Odón, Madrid, España",+34 669 72 55 26,,False,4.9,126,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJuboY2SiOQQ0R9zPpkzW70kE.jpg,,True,,True,ninguna
ChIJC91zxOSPQQ0RBWjK-fWPq74,Floristería El Jardín de Hadalis,Floristeria,Mostoles,"C. de Núñez Arenas, 10, 28670 Villaviciosa de Odón, Madrid, España",+34 609 27 91 55,https://www.eljardindehadalis.com/,True,5,59,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJC91zxOSPQQ0RBWjK-fWPq74.jpg,https://instagram.com/eljardindehadalis,False,,True,propia
ChIJFfibT5GSQQ0RrwIxDUjvKGc,Limonium Arte Floral,Floristeria,Mostoles,"Av. del Cantábrico, 85, 28939 Arroyomolinos, Madrid, España",+34 916 85 53 13,http://www.limoniumartefloral.com/,True,4.2,181,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJFfibT5GSQQ0RrwIxDUjvKGc.jpg,https://instagram.com/limoniumartefloral,False,,True,propia
ChIJqXdIMbCOQQ0R4ZsjMYEWnGw,Floristería Isabel,Floristeria,Mostoles,"C. Los Pinos, 32, 28922 Alcorcón, Madrid, España",+34 916 44 26 27,https://www.isabelfloristasalcorcon.com/,True,4.8,135,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJqXdIMbCOQQ0R4ZsjMYEWnGw.jpg,,True,isabel@isabelfloristasalcorcon.com,False,propia
ChIJrWsyRwAlQg0ReAZML6SjrgA,Floristería El Edén,Floristeria,Mostoles,"C. del Congosto, 1, Villa de Vallecas, 28031 Madrid, España",+34 913 31 09 04,,False,4.5,111,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJrWsyRwAlQg0ReAZML6SjrgA.jpg,,True,,True,ninguna
ChIJGwKJB9EoQg0RfJX6UZ6FQPc,Floristería Mabeda - Coronas Funerarias Urgentes,Floristeria,Mostoles,"C. Gral. Asensio, 3, 28609 Sevilla la Nueva, Madrid, España",+34 658 85 49 02,http://www.floresmabeda.es/,True,4.9,126,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJGwKJB9EoQg0RfJX6UZ6FQPc.jpg,https://instagram.com/floresmabeda,False,hola@floresmabeda.es,False,propia
ChIJMURZCGeKQQ0RYtysZKHQN8Q,Verdecora Arroyo Culebro M-50,Floristeria,Mostoles,"C. Fuente de la Teja, 2, 28914 Leganés, Madrid, España",+34 916 89 58 41,https://verdecora.es/tiendas/3-arroyo-culebro-m50-madrid,True,4.2,9734,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJMURZCGeKQQ0RYtysZKHQN8Q.jpg,https://instagram.com/verdecora,False,,True,propia
ChIJp7sqBMkpQg0RAEgQyy4H9PQ,Floristería Blooms,Floristeria,Mostoles,"Calle del Príncipe de Vergara, 1, Salamanca, 28001 Madrid, España",+34 919 47 23 89,https://floristeriablooms.com/,True,4.6,206,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJp7sqBMkpQg0RAEgQyy4H9PQ.jpg,https://instagram.com/bloomsfloresyeventos,False,info@floristeriablooms.com,False,propia
ChIJdVXE9N2JQQ0REOi-TVaQuig,Ilusiona con flores,Floristeria,Mostoles,"Pl. de la Toja, 28924 Alcorcón, Madrid, España",+34 625 31 69 44,https://www.ilusionaconflores.com/,True,5,4,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJdVXE9N2JQQ0REOi-TVaQuig.jpg,,True,info@ilusionaconflores.com,False,propia
