place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,email,contactar_por_telefono,web_estado
ChIJtegRZiWPQQ0RD4DrmqrXJoQ,Salon de Uñas Acrilicas y Pestañas,Unas,Alcorcon,"C. Fuenlabrada, 35, 28921 Alcorcón, Madrid, España",+34 637 31 19 87,,False,4.9,143,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJtegRZiWPQQ0RD4DrmqrXJoQ.jpg,,True,ninguna
ChIJ57B7KMuPQQ0RHL4sBgVcdUY,The Nail Tech,Unas,Alcorcon,"Av. de los Carabancheles, 4, 28921 Alcorcón, Madrid, España",+34 676 61 93 26,https://app.guruvr.tech/tour/8h9gozxus?o=21e883,True,4.9,70,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ57B7KMuPQQ0RHL4sBgVcdUY.jpg,,True,propia
ChIJ6_ROIsSJQQ0RznqKVdMDfDI,Hello Nails,Unas,Alcorcon,"C. Parque Bujaruelo, 13, Local 7-4, 28924 Alcorcón, Madrid, España",+34 696 67 79 37,https://hellonails.com/es/,True,4.9,267,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ6_ROIsSJQQ0RznqKVdMDfDI.jpg,,True,propia
ChIJ3-F2XwCPQQ0RBJL2pTLQe7E,HELLO NAILS,Unas,Alcorcon,"Av. las Retamas, 38, 28922 Alcorcón, Madrid, España",+34 696 23 49 84,http://hellonails.com/,True,4.7,128,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ3-F2XwCPQQ0RBJL2pTLQe7E.jpg,,True,propia
ChIJzeEi4t-JQQ0RIGLeoEsWBOQ,Kt's Nails,Unas,Alcorcon,"C. Urano, 6, Pta 2, 28925 Alcorcón, Madrid, España",+34 622 49 34 90,https://kts-nails21.booksy.com/,True,4.9,111,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJzeEi4t-JQQ0RIGLeoEsWBOQ.jpg,,True,propia
ChIJs5SyKLOPQQ0R3X8lX0SlPDU,LunariaNails,Unas,Alcorcon,"Av. las Retamas, 28, 28922 Alcorcón, Madrid, España",+34 624 20 49 22,,False,4.9,60,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJs5SyKLOPQQ0R3X8lX0SlPDU.jpg,,True,ninguna
ChIJS_h44ACPQQ0RqG-Qb-bExh8,MUY MIA Nails & Coffee,Unas,Alcorcon,"C. Valladolid, 15, 28922 Alcorcón, Madrid, España",+34 673 22 37 44,https://muymianailsandcoffee.mytreatwell.es/,True,4.6,85,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJS_h44ACPQQ0RqG-Qb-bExh8.jpg,paulaserranosantos@gmail.com,False,propia
ChIJ_65smj-PQQ0ROWNCKU1srFY,Nails Factory Alcorcón Retamas,Unas,Alcorcon,"Av. las Retamas, 6, 28922 Alcorcón, Madrid, España",+34 658 08 78 58,https://www.nailsfactory.es/centros/nails-factory-alcorcon-av-retamas-oblink/,True,4.3,263,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ_65smj-PQQ0ROWNCKU1srFY.jpg,,True,propia
ChIJwWIuBUiJQQ0RJRyDc38AIZc,Serendinails - centro de estética y formación,Unas,Alcorcon,"C. Sapporo, 22, 28923 Alcorcón, Madrid, España",+34 623 06 86 10,https://serendinails.com/,True,4.9,150,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJwWIuBUiJQQ0RJRyDc38AIZc.jpg,serendinails@gmail.com,False,propia
ChIJNTHf8QmPQQ0R2UiOTtxXu6Q,Nails Art Center (Centro del Arte de las Uñas),Unas,Alcorcon,"C. Valladolid, 23, 28922 Alcorcón, Madrid, España",+34 698 59 57 04,https://nailsartcenter.es/,True,4.8,89,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJNTHf8QmPQQ0R2UiOTtxXu6Q.jpg,nailsartalcorcon@gmail.com,False,propia
ChIJRwptyzSJQQ0RGlXZmgzGFwo,Nails Factory Alcorcón C.C Tres Aguas,Unas,Alcorcon,"C.C. Tres Aguas, Av. de América, 7-9, Planta baja local 131b, 28922 Alcorcón Madrid, Madrid, España",+34 630 65 43 93,https://citas.nailsfactory.es/?id_centro=55,True,4.6,1075,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJRwptyzSJQQ0RGlXZmgzGFwo.jpg,,True,propia
ChIJaWnDu6SJQQ0Rh-I_bZqWaRc,Morata Nails,Unas,Alcorcon,"Calle Sahagún, Av. Bellas Vistas, 7, esquina, 28925 Alcorcón, Madrid, España",+34 644 82 58 09,https://moratanailss.booksy.com/,True,4.9,121,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJaWnDu6SJQQ0Rh-I_bZqWaRc.jpg,,True,propia
ChIJcQcArm2JQQ0RfFCowrm6J9I,Bella Fiore Salon & Uñas,Unas,Alcorcon,"Pl. Príncipes de España, 28924 Alcorcón, Madrid, España",+34 624 02 33 25,,False,4.9,50,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJcQcArm2JQQ0RfFCowrm6J9I.jpg,,True,ninguna
